categoria,toxico,alias,region_relevancia,via_exposicion,sintomas_base,signos_gravedad,dosis_toxica_referencia,tipo_referencia_dosis,poblacion_referencia,estado_dosis,antidoto_tratamiento_base,descontaminacion,tratamiento_especifico,antidoto,dosis_antidoto_referencia,monitorizacion,criterios_observacion_uci,fuente,url_fuente,fuente_libro,paginas_libro,fecha_revision,estado_revision,notas
HONGOS,HONGOS IRRITANTES GASTROINTESTINALES,Chlorophyllum y múltiples especies,Mundial,ingestión,"Náuseas, vómitos, dolor abdominal y diarrea habitualmente dentro de pocas horas.","Deshidratación grave, hipotensión, alteración electrolítica o latencia >6 h que sugiera síndrome más peligroso.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Rehidratación, antieméticos y evaluación de otras toxinas si latencia prolongada.",Conservar restos para identificación sin retrasar tratamiento. Carbón activado puede ser útil en síndromes seleccionados; decidir con toxicología.,No hay antídoto específico.,Ninguno específico.,,"Hidratación, electrolitos, función renal/hepática, INR, glucemia y CK según síndrome; observar latencia de inicio.","UCI/traslado a centro experto si falla hepática/renal, encefalopatía, shock, convulsiones o rabdomiólisis grave.",NCBI Bookshelf - Mushroom Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK537111/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 29, pp. 365–380",2026-09-04,VALIDADO_FUENTE_ABIERTA,
PLAGUICIDAS,ORGANOFOSFORADOS,insecticidas organofosforados; malation; malatión; clorpirifos; chlorpyrifos,Mundial,ingestión/inhalación/dérmica,"Toxidrome colinérgico: miosis, salivación, lagrimeo, vómitos/diarrea, diaforesis, bradicardia, broncoespasmo y broncorrea; fasciculaciones, debilidad, confusión y convulsiones.","Broncorrea/hipoxemia, debilidad respiratoria, convulsiones, shock; síndrome intermedio 24–96 h.",SDTE — la toxicidad depende del compuesto y formulación; la clínica colinérgica guía la gravedad.,SDTE_CLINICA,,SDTE_NO_AUTOMATIZAR,"Descontaminación segura, soporte de vía aérea y ventilación; atropinización guiada por secreciones/ventilación.","Retirar ropa contaminada y lavar piel/ojos cuando corresponda. Descontaminación digestiva solo según agente, tiempo, vía aérea y protocolo toxicológico.","Atropina; pralidoxima según compuesto, momento y protocolo toxicológico.",Atropina; pralidoxima en casos seleccionados.,"Atropina (libro 2011): 1 mg IV lenta cada 5–10 min; niños 0,05 mg/kg/dosis. La atropinización debe titularse a secreciones/ventilación según protocolo actual. Pralidoxima: usar según agente y protocolo.","Signos vitales, ECG, estado neurológico, gasometría/electrolitos y función renal/hepática según agente y gravedad.","UCI/alta complejidad si insuficiencia respiratoria, shock, convulsiones, arritmias, acidosis grave, coma o falla orgánica.",NCBI Bookshelf - Organophosphate Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK470430/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 21, pp. 263–274; Cap. 10 antídotos",2026-09-04,VALIDADO_FUENTE_ABIERTA,
PLAGUICIDAS,CARBAMATOS,insecticidas carbamatos,Mundial,ingestión/inhalación/dérmica,"Síndrome colinérgico similar a organofosforados: miosis, broncorrea, salivación, vómitos/diarrea, diaforesis, bradicardia; puede haber debilidad y depresión SNC.","Broncorrea/hipoxemia, debilidad respiratoria, convulsiones o shock.",SDTE — la reversibilidad de la inhibición de colinesterasa hace que la gravedad deba valorarse clínicamente.,SDTE_CLINICA,,SDTE_NO_AUTOMATIZAR,"Descontaminación, soporte respiratorio y atropina según clínica.","Retirar ropa contaminada y lavar piel/ojos cuando corresponda. Descontaminación digestiva solo según agente, tiempo, vía aérea y protocolo toxicológico.","Atropina; oxima no se usa de forma rutinaria en carbamato puro, pero puede considerarse si exposición es indiferenciada.",Atropina.,"Atropina según síndrome muscarínico; el libro incluye 1 mg IV cada 5–10 min y 0,05 mg/kg/dosis en niños como referencia 2011. Verificar protocolo vigente.","Signos vitales, ECG, estado neurológico, gasometría/electrolitos y función renal/hepática según agente y gravedad.","UCI/alta complejidad si insuficiencia respiratoria, shock, convulsiones, arritmias, acidosis grave, coma o falla orgánica.",NCBI Bookshelf - Carbamate Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK482183/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 20, pp. 255–262; Cap. 10 antídotos",2026-09-04,VALIDADO_FUENTE_ABIERTA,
PLAGUICIDAS,PIRETRINAS / PIRETROIDES,permetrina; cipermetrina; deltametrina; pyrethrin; pyrethroid,Mundial,ingestión/inhalación/dérmica,"Parestesias cutáneas, irritación, náuseas/vómitos y temblor; grandes exposiciones pueden causar hipersalivación, fasciculaciones, alteración de conciencia, convulsiones y edema pulmonar.","Convulsiones, alteración de conciencia, dificultad respiratoria o aspiración por solventes.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Retirar exposición, descontaminación y soporte; tratar convulsiones con benzodiacepinas.","Retirar ropa contaminada y lavar piel/ojos cuando corresponda. Descontaminación digestiva solo según agente, tiempo, vía aérea y protocolo toxicológico.",No hay antídoto específico.,Ninguno específico.,,"Signos vitales, ECG, estado neurológico, gasometría/electrolitos y función renal/hepática según agente y gravedad.","UCI/alta complejidad si insuficiencia respiratoria, shock, convulsiones, arritmias, acidosis grave, coma o falla orgánica.",NCBI Bookshelf - Pyrethrin/Pyrethroid Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK606124/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 20–23, pp. 255–302",2026-09-04,VALIDADO_FUENTE_ABIERTA,
RODENTICIDAS,RODENTICIDAS ANTICOAGULANTES / SUPERWARFARINAS,brodifacoum; bromadiolona; warfarina rodenticida,Mundial,ingestión,"Puede existir período asintomático; luego equimosis, epistaxis, gingivorragia, hematuria, sangrado GI o intracraneal por coagulopatía.","Sangrado activo, INR muy elevado, anemia, síntomas neurológicos.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,Medir coagulación según tiempo desde exposición y producto; soporte de sangrado.,Depende del compuesto; no asumir que todos los raticidas comparten tratamiento. Identificar ingrediente activo y consultar toxicología.,Vitamina K1 en intoxicación significativa confirmada según toxicología; reversión urgente si hemorragia grave.,Vitamina K1.,,"ECG, coagulación, electrolitos, función renal/hepática y parámetros específicos según el rodenticida.","UCI si shock, arritmias, convulsiones, sangrado grave, acidosis o falla orgánica.",NCBI Bookshelf - Rodenticide Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK554428/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 35, pp. 431–436",2026-09-04,VALIDADO_FUENTE_ABIERTA,
RODENTICIDAS,FOSFURO DE ALUMINIO / ZINC,fosfuro de aluminio; fosfuro de zinc; aluminum phosphide; zinc phosphide; phosphine,Mundial,ingestión/inhalación de fosfina,"Náuseas/vómitos, dolor abdominal, hipotensión, acidosis, arritmias, edema pulmonar, lesión hepática/renal y hemólisis/methemoglobinemia.","Shock refractario, arritmias, acidosis grave, edema pulmonar, falla multiorgánica.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,Soporte intensivo inmediato; evitar exposición secundaria del personal a gas fosfina y consultar toxicología.,Depende del compuesto; no asumir que todos los raticidas comparten tratamiento. Identificar ingrediente activo y consultar toxicología.,No existe antídoto específico validado de uso rutinario.,Ninguno específico.,,"ECG, coagulación, electrolitos, función renal/hepática y parámetros específicos según el rodenticida.","UCI si shock, arritmias, convulsiones, sangrado grave, acidosis o falla orgánica.",NCBI Bookshelf - Rodenticide Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK554428/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 35, pp. 431–436",2026-09-04,VALIDADO_FUENTE_ABIERTA,
RODENTICIDAS,ESTRICNINA,strychnine,Mundial,ingestión,"Espasmos musculares dolorosos desencadenados por estímulos con conciencia preservada entre episodios; trismus, opistótonos, hipertermia y acidosis.","Espasmos respiratorios, hipertermia, acidosis, rabdomiólisis, hipoxemia.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Minimizar estímulos, benzodiacepinas/sedación, soporte ventilatorio; bloqueo neuromuscular en casos refractarios con vía aérea protegida.",Depende del compuesto; no asumir que todos los raticidas comparten tratamiento. Identificar ingrediente activo y consultar toxicología.,No hay antídoto específico.,Ninguno específico.,,"ECG, coagulación, electrolitos, función renal/hepática y parámetros específicos según el rodenticida.","UCI si shock, arritmias, convulsiones, sangrado grave, acidosis o falla orgánica.",NCBI Bookshelf - Strychnine Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK459306/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 35, pp. 431–436",2026-09-04,VALIDADO_FUENTE_ABIERTA,
GASES,MONÓXIDO DE CARBONO,CO; carbon monoxide,Mundial,inhalación,"Cefalea, mareo, náuseas, debilidad, confusión y síncope; casos graves: dolor torácico, isquemia, convulsiones, coma y acidosis.","Pérdida de conciencia, déficit neurológico, isquemia miocárdica, acidosis grave, embarazo con exposición significativa.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Oxígeno al 100%, ECG y evaluación neurológica; considerar oxígeno hiperbárico según criterios clínicos y centro experto.",Retirar de la fuente sin exponer al rescatador; descontaminación cutáneo-ocular si existe depósito químico. No realizar rescate en espacio confinado sin protección adecuada.,Oxígeno; oxígeno hiperbárico en casos seleccionados.,Oxígeno.,,"Oximetría, ECG, gasometría y evaluación respiratoria seriada; considerar cooximetría o analítica específica según gas.","UCI si hipoxemia, edema pulmonar, alteración de conciencia, convulsiones, shock o necesidad de ventilación.",NCBI Bookshelf - Carbon Monoxide Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK430740/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 24–26, pp. 303–332",2026-09-04,VALIDADO_FUENTE_ABIERTA,
GASES,CIANURO,cyanide; HCN,Industrial/incendios,inhalación/ingestión,"Cefalea, confusión, disnea, náuseas y rápida progresión a convulsiones, coma, hipotensión, arritmias y acidosis láctica por hipoxia histotóxica.","Colapso rápido, lactato muy elevado, convulsiones, coma, shock, humo de incendio en espacio cerrado con deterioro grave.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,Soporte ABC y oxígeno; no esperar confirmación analítica si la sospecha clínica es alta.,Retirar de la fuente sin exponer al rescatador; descontaminación cutáneo-ocular si existe depósito químico. No realizar rescate en espacio confinado sin protección adecuada.,Hidroxocobalamina es antídoto de primera línea en muchos protocolos; otros antídotos dependen del contexto.,Hidroxocobalamina.,,"Oximetría, ECG, gasometría y evaluación respiratoria seriada; considerar cooximetría o analítica específica según gas.","UCI si hipoxemia, edema pulmonar, alteración de conciencia, convulsiones, shock o necesidad de ventilación.",NCBI Bookshelf - Cyanide Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK507796/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 24–26, pp. 303–332",2026-09-04,VALIDADO_FUENTE_ABIERTA,
GASES,SULFURO DE HIDRÓGENO,H2S; gas de alcantarilla,Industrial/espacios confinados,inhalación,"Irritación ocular/respiratoria, cefalea, mareo, náuseas y alteración del equilibrio; altas concentraciones pueden causar pérdida súbita de conciencia, convulsiones, edema pulmonar y muerte.","Colapso inmediato, apnea, convulsiones, edema pulmonar, shock.",Referencia inhalatoria del libro: 50–100 ppm irritación; 100–150 ppm anosmia; 200–300 ppm edema pulmonar; >400 ppm coma; >1000 ppm muerte en minutos.,CONCENTRACION_INHALATORIA_BIBLIOGRAFICA,,BIBLIOGRAFICA_2011_NO_AUTOMATIZAR,"Rescate solo con protección adecuada, retirar de exposición, oxígeno y soporte cardiorrespiratorio.",Retirar de la fuente sin exponer al rescatador; descontaminación cutáneo-ocular si existe depósito químico. No realizar rescate en espacio confinado sin protección adecuada.,No hay antídoto probado; tratamientos con nitritos son controvertidos y no deben retrasar ventilación/oxigenación.,Ninguno probado.,,"Oximetría, ECG, gasometría y evaluación respiratoria seriada; considerar cooximetría o analítica específica según gas.","UCI si hipoxemia, edema pulmonar, alteración de conciencia, convulsiones, shock o necesidad de ventilación.",ATSDR - Hydrogen Sulfide MMG,https://wwwn.cdc.gov/TSP/MMG/MMGDetails.aspx?mmgid=385&toxid=67,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 26, pp. 327–328",2026-09-04,VALIDADO_FUENTE_ABIERTA,
DROGAS DE ABUSO,COCAINA,cocaína; crack; coca; cocaine,Mundial,nasal/inhalada/IV/oral,"Agitación, ansiedad o paranoia, midriasis, diaforesis, taquicardia e hipertensión; dolor torácico, cefalea, hipertermia, náuseas y vómitos. Puede producir vasoespasmo e isquemia.","Dolor torácico/isquemia, arritmias, crisis hipertensiva, convulsiones, hipertermia, rabdomiólisis, ACV, coma o shock.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"ABCDE, ECG y temperatura; benzodiacepinas para agitación/convulsiones y reducción de descarga simpática; enfriamiento activo si hipertermia y tratamiento dirigido de síndrome coronario/arrítmico.",Habitualmente el soporte y la vía aérea tienen prioridad. Carbón activado solo en circunstancias seleccionadas y con vía aérea segura.,No existe antídoto específico; manejo sindromático y cardiovascular.,Ninguno específico.,,"Signos vitales, ECG, glucemia, temperatura, electrolitos y evaluación neurológica; añadir CK/troponina según toxíndrome.","UCI si depresión respiratoria, hipertermia grave, convulsiones, arritmias, shock, coma o falla orgánica.",NCBI Bookshelf - Cocaine Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK430976/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 37–47, pp. 457–555",2026-09-04,VALIDADO_FUENTE_ABIERTA,
DROGAS DE ABUSO,METANFETAMINA,methamphetamine; crystal meth; anfetaminas,Mundial,oral/inhalada/nasal/IV,"Agitación, insomnio, paranoia/psicosis, midriasis, diaforesis, taquicardia, hipertensión, dolor torácico, disnea e hipertermia; puede haber síntomas gastrointestinales.","Hipertermia grave, convulsiones, arritmias, emergencia hipertensiva, infarto, rabdomiólisis, lesión renal aguda, delirium grave o coma.","SDTE — para estimulantes la gravedad se determina por toxíndrome, temperatura, cardiovascular y neurológico; no automatizar por cantidad declarada.",SDTE_CLINICA,,SDTE_NO_AUTOMATIZAR,"ABCDE, monitorización, benzodiacepinas para agitación/convulsiones, enfriamiento activo, fluidos y corrección de complicaciones.",Habitualmente el soporte y la vía aérea tienen prioridad. Carbón activado solo en circunstancias seleccionadas y con vía aérea segura.,No hay antídoto específico.,Ninguno específico.,,"Signos vitales, ECG, glucemia, temperatura, electrolitos y evaluación neurológica; añadir CK/troponina según toxíndrome.","UCI si depresión respiratoria, hipertermia grave, convulsiones, arritmias, shock, coma o falla orgánica.",NCBI Bookshelf - Methamphetamine,https://www.ncbi.nlm.nih.gov/books/NBK535356/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 41, pp. 499–512",2026-09-04,VALIDADO_FUENTE_ABIERTA,
DROGAS DE ABUSO,EXTASIS,"éxtasis; MDMA; molly; 3,4-metilendioximetanfetamina",Mundial,oral,"Agitación, ansiedad, bruxismo, midriasis, diaforesis, taquicardia, hipertensión e hipertermia; predominio serotoninérgico. Puede producir hiponatremia por exceso de agua/SIADH.","Hipertermia, síndrome serotoninérgico, hiponatremia sintomática, convulsiones, rabdomiólisis, CID, arritmias, insuficiencia hepática o edema cerebral.",SDTE — el libro señala que para MDMA no están establecidas dosis tóxicas o potencialmente mortales y existen muertes con cantidades variables.,SDTE_CLINICA,,SDTE_NO_AUTOMATIZAR,"ABCDE, temperatura y sodio; benzodiacepinas, enfriamiento rápido y soporte. Hiponatremia sintomática grave requiere manejo con solución salina hipertónica según protocolo.",Habitualmente el soporte y la vía aérea tienen prioridad. Carbón activado solo en circunstancias seleccionadas y con vía aérea segura.,"No hay antídoto único; tratar hipertermia, convulsiones e hiponatremia de forma dirigida.",Ninguno específico.,,"Signos vitales, ECG, glucemia, temperatura, electrolitos y evaluación neurológica; añadir CK/troponina según toxíndrome.","UCI si depresión respiratoria, hipertermia grave, convulsiones, arritmias, shock, coma o falla orgánica.",NCBI Bookshelf - MDMA Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK538482/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 41, pp. 499–512",2026-09-04,VALIDADO_FUENTE_ABIERTA,
DROGAS DE ABUSO,LSD,ácido; lysergic acid diethylamide,Mundial,oral/mucosa,"Alucinaciones visuales/auditivas, distorsión perceptiva y temporal, ansiedad, pánico, paranoia, labilidad emocional; midriasis, taquicardia, hipertensión, sudoración, temblor y alteración de coordinación.","Agitación extrema con riesgo de trauma, psicosis persistente, convulsiones, hipertermia o arritmia; valorar coingestas si clínica atípica.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Ambiente tranquilo con pocos estímulos, supervisión y soporte; benzodiacepina si ansiedad/agitación intensa. Tratar complicaciones autonómicas y trauma.",Habitualmente el soporte y la vía aérea tienen prioridad. Carbón activado solo en circunstancias seleccionadas y con vía aérea segura.,No existe antídoto específico.,Ninguno específico.,,"Signos vitales, ECG, glucemia, temperatura, electrolitos y evaluación neurológica; añadir CK/troponina según toxíndrome.","UCI si depresión respiratoria, hipertermia grave, convulsiones, arritmias, shock, coma o falla orgánica.",NCBI Bookshelf - LSD Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK553216/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 37–47, pp. 457–555",2026-09-04,VALIDADO_FUENTE_ABIERTA,
DROGAS DE ABUSO,HEROINA,heroína; diacetilmorfina; opioide,Mundial,IV/inhalada/nasal,"Depresión del nivel de conciencia, respiración lenta o apnea y miosis; también hipotensión, bradicardia, hipoxemia, vómitos/aspiración y edema pulmonar.","Bradipnea/apnea, hipoxemia, coma, hipotensión/shock, aspiración, edema pulmonar o paro cardiorrespiratorio.",Referencia histórica 2011: ≈20 mg parenterales pueden ser potencialmente letales en una persona no tolerante. La variabilidad de pureza/tolerancia impide automatizar.,DOSIS_HISTORICA_NO_GENERALIZABLE,,BIBLIOGRAFICA_2011_NO_AUTOMATIZAR,Prioridad a ventilación y oxigenación; naloxona titulada a restaurar ventilación adecuada y vigilancia por recurrencia.,Habitualmente el soporte y la vía aérea tienen prioridad. Carbón activado solo en circunstancias seleccionadas y con vía aérea segura.,Naloxona; puede requerir dosis repetidas o infusión según respuesta/duración.,Naloxona.,,"Signos vitales, ECG, glucemia, temperatura, electrolitos y evaluación neurológica; añadir CK/troponina según toxíndrome.","UCI si depresión respiratoria, hipertermia grave, convulsiones, arritmias, shock, coma o falla orgánica.",NCBI Bookshelf - Heroin Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK430736/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 40, pp. 483–498",2026-09-04,VALIDADO_FUENTE_ABIERTA,
DROGAS DE ABUSO,FENTANILO,fentanyl; opioide sintético,Mundial,diversas; exposición ilícita o farmacológica,"Toxidrome opioide: depresión de conciencia, bradipnea/apnea y miosis; hipoxemia, bradicardia e hipotensión. La rigidez torácica puede aparecer con exposición IV rápida o dosis altas.","Apnea/hipoxemia, coma, rigidez que dificulta ventilación, shock o paro.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,Ventilación/oxigenación inmediata y naloxona titulada; monitorizar recurrencia porque la duración del opioide puede exceder a la naloxona.,Habitualmente el soporte y la vía aérea tienen prioridad. Carbón activado solo en circunstancias seleccionadas y con vía aérea segura.,Naloxona; repetir o infundir según respuesta clínica.,Naloxona.,,"Signos vitales, ECG, glucemia, temperatura, electrolitos y evaluación neurológica; añadir CK/troponina según toxíndrome.","UCI si depresión respiratoria, hipertermia grave, convulsiones, arritmias, shock, coma o falla orgánica.",NCBI Bookshelf - Opioid Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK470415/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 37–47, pp. 457–555",2026-09-04,VALIDADO_FUENTE_ABIERTA,
DROGAS DE ABUSO,CANNABIS,marihuana; THC; cannabis; cannabinoides,Mundial,inhalada/oral,"Taquicardia, hiperemia conjuntival, boca seca, ansiedad/pánico, alteración perceptiva y de coordinación, somnolencia o confusión. Niños pueden presentar depresión marcada del SNC. Uso crónico puede asociarse a hiperemesis cannabinoide.","Depresión importante del SNC, convulsiones, alteración mental persistente, signos vitales persistentemente anormales o trauma/coingestas.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Soporte, ambiente tranquilo y observación; tratar ansiedad, vómitos y otras complicaciones de forma sintomática.",Habitualmente el soporte y la vía aérea tienen prioridad. Carbón activado solo en circunstancias seleccionadas y con vía aérea segura.,No existe antídoto específico.,Ninguno específico.,,"Signos vitales, ECG, glucemia, temperatura, electrolitos y evaluación neurológica; añadir CK/troponina según toxíndrome.","UCI si depresión respiratoria, hipertermia grave, convulsiones, arritmias, shock, coma o falla orgánica.",NCBI Bookshelf - Cannabinoid Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK482175/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 37–47, pp. 457–555",2026-09-04,VALIDADO_FUENTE_ABIERTA,
DROGAS DE ABUSO,ALCOHOL,etanol; alcohol etílico,Mundial,oral,"Desinhibición seguida de disartria, nistagmo, ataxia, alteración del juicio y del nivel de conciencia; náuseas/vómitos, hipotermia e hipoglucemia especialmente en niños.","Coma, depresión respiratoria, hipoglucemia, hipotermia, aspiración, trauma, hipotensión o trastornos metabólicos graves.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"ABCDE, glucemia, temperatura y evaluación de trauma/coingestas; soporte respiratorio/circulatorio, corregir hipoglucemia y electrolitos. Tiamina en pacientes con riesgo de deficiencia sin retrasar glucosa necesaria.",Habitualmente el soporte y la vía aérea tienen prioridad. Carbón activado solo en circunstancias seleccionadas y con vía aérea segura.,No hay antídoto específico para etanol.,Ninguno específico.,,"Signos vitales, ECG, glucemia, temperatura, electrolitos y evaluación neurológica; añadir CK/troponina según toxíndrome.","UCI si depresión respiratoria, hipertermia grave, convulsiones, arritmias, shock, coma o falla orgánica.",NCBI Bookshelf - Ethanol Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK557381/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 37–47, pp. 457–555",2026-09-04,VALIDADO_FUENTE_ABIERTA,
DROGAS DE ABUSO,BENZODIACEPINAS,benzodiazepines; sedantes hipnóticos,Mundial,oral/IV,"Somnolencia, disartria, ataxia y alteración del estado mental; en intoxicación aislada los signos vitales suelen estar relativamente conservados. La depresión respiratoria es más probable con alcohol, opioides u otros depresores.","Coma, hipoventilación/apnea, aspiración o inestabilidad hemodinámica, especialmente con coingestas.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,Soporte de vía aérea y ventilación según necesidad. Flumazenil no es de uso rutinario en sobredosis y puede precipitar convulsiones/abstinencia en escenarios de riesgo.,Habitualmente el soporte y la vía aérea tienen prioridad. Carbón activado solo en circunstancias seleccionadas y con vía aérea segura.,Flumazenil solo en situaciones cuidadosamente seleccionadas y con criterio toxicológico.,"Flumazenil: uso selectivo, no rutinario.",,"Signos vitales, ECG, glucemia, temperatura, electrolitos y evaluación neurológica; añadir CK/troponina según toxíndrome.","UCI si depresión respiratoria, hipertermia grave, convulsiones, arritmias, shock, coma o falla orgánica.",NCBI Bookshelf - Benzodiazepine Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK482238/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 37–47, pp. 457–555",2026-09-04,VALIDADO_FUENTE_ABIERTA,
DROGAS DE ABUSO,KETAMINA,ketamine; special K,Mundial,IV/IM/nasal/oral,"Sedación o disociación, confusión, paranoia/delirio, nistagmo, midriasis, hipersalivación, ataxia; frecuentemente taquicardia e hipertensión, náuseas/vómitos.","Depresión respiratoria/apnea, laringoespasmo, convulsiones, coma, arritmias, rabdomiólisis o trauma asociado.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Manejo principalmente de soporte con monitorización ABC; posición y protección de vía aérea si vómitos, benzodiacepinas para agitación/convulsiones según clínica.",Habitualmente el soporte y la vía aérea tienen prioridad. Carbón activado solo en circunstancias seleccionadas y con vía aérea segura.,No existe antídoto específico.,Ninguno específico.,,"Signos vitales, ECG, glucemia, temperatura, electrolitos y evaluación neurológica; añadir CK/troponina según toxíndrome.","UCI si depresión respiratoria, hipertermia grave, convulsiones, arritmias, shock, coma o falla orgánica.",NCBI Bookshelf - Ketamine Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK541087/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 37–47, pp. 457–555",2026-09-04,VALIDADO_FUENTE_ABIERTA,
DROGAS DE ABUSO,GHB,"gamma-hidroxibutirato; gamma hydroxybutyrate; GBL; 1,4-butanediol",Mundial,oral,"Inicio rápido de somnolencia profunda, disminución de conciencia, bradicardia, hipoventilación, vómitos e hipotermia; puede alternar depresión profunda con agitación al despertar.","Apnea/hipoxemia, coma, aspiración, bradicardia o hipotensión significativa.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Soporte agresivo de vía aérea/ventilación cuando sea necesario y monitorización; suele resolverse relativamente rápido, pero coingestas pueden prolongar el cuadro.",Habitualmente el soporte y la vía aérea tienen prioridad. Carbón activado solo en circunstancias seleccionadas y con vía aérea segura.,No existe antídoto específico.,Ninguno específico.,,"Signos vitales, ECG, glucemia, temperatura, electrolitos y evaluación neurológica; añadir CK/troponina según toxíndrome.","UCI si depresión respiratoria, hipertermia grave, convulsiones, arritmias, shock, coma o falla orgánica.",NCBI Bookshelf - GHB Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK430781/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 37–47, pp. 457–555",2026-09-04,VALIDADO_FUENTE_ABIERTA,
