principio_activo,unidad_medida,concentracion,unidad_referencia,dosis_toxica_base,sintomas_base,antidoto_manejo_base,estado_validacion,clase_toxicologica,dosis_toxica_corregida,tipo_umbral,manifestaciones_clave,manejo_corregido,antidoto_especifico,fuente_principal,fuente_secundaria,nivel_evidencia,estado_revision,nota_revision,umbral_mgkg_automatizable,etiqueta_umbral,poblacion_umbral,permitir_comparacion_automatica,fecha_revision,id_revision,duplicado_exacto_nombre,orden_duplicado,correccion_clinicamente_relevante
SERTRALINA,mg,100,TABLETA RECUBIERTA,>1000 MG,"NAUSEAS, VOMITOS, SEDACION, TEMBLOR, TAQUICARDIA, HIPERTENSION, - HIPOTENSION...",CIPROHEPTADINA,PENDIENTE_VALIDACION,ISRS,Umbral pediátrico de evaluación RCH: >10 mg/kg. Estos cortes NO aplican automáticamente a adolescentes/adultos.,UMBRAL_EVALUACION_PEDIATRICO,"La mayoría de sobredosis aisladas son benignas; náuseas, temblor, somnolencia y serotoninotoxicidad leve. Citalopram/escitalopram tienen mayor preocupación por QT/arritmia.",Soporte; valorar ECG especialmente con citalopram/escitalopram y coingestas. Tratar síndrome serotoninérgico y convulsiones con medidas estándar; consultar toxicología en exposiciones significativas.,Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Selective_serotonin_re-uptake_inhibitors_SSRIs_poisoning/,,GUIA CLINICA,VALIDADO_ESPECIFICO,Se corrigió o restringió una recomendación específica de la base original que podía inducir manejo inapropiado si se automatizaba.,10,Umbral pediátrico de evaluación,Pediatría; NO aplicar a adolescentes/adultos,SI,2026-09-02,MED-0521,NO,1,SI
SEVELAMER CLORHIDRATO,mg,800,TABLETA CUBIERTA,EST. CLIN. CON 14 G SIN TOXICIDAD,"Náuseas, vómitos, dolor en la parte superior del abdomen, estreñimiento, diar...",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.  El valor original 'EST. CLIN. CON 14 G SIN TOXICIDAD' no se usa como umbral automatizable.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0522,NO,1,NO
SILDENAFILO,mg,50,TABLETAS RECUBIERTAS,3MG/KG,"Celulitis, gripe, bronquitis, rinitis, gastroenteritis, sinusitis; anemia; re...",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Inhibidor PDE5,SDTE — no usar dosis terapéutica máxima como umbral toxicológico.,SDTE / CLASE,"Cefalea, rubor, hipotensión, taquicardia, alteraciones visuales; priapismo puede ocurrir.","Soporte, fluidos/vasopresores si hipotensión; evitar nitratos; tratar priapismo según protocolo.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,MECANISMO/CONSENSO,VALIDADO_POR_CLASE,El valor original '3MG/KG' no se usa como umbral automatizable.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0523,NO,1,NO
SILIMARINA,mg,150,CAPSULA DURA,873 MG/KG,"Poco frecuentes: gastralgias, diarreas.",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.  El valor original '873 MG/KG' no se usa como umbral automatizable.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0524,NO,1,NO
SILODOSINA,mg,4,CÁPSULA DURA,SDTE,"Eyaculación retrógrada, aneyaculación; mareo; hipotensión ortostática; conges...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Alfa-1 bloqueador,SDTE — no hay umbral universal.,SDTE / CLASE,"Hipotensión ortostática, mareo, síncope, taquicardia refleja; shock en sobredosis grave.","Decúbito, cristaloides y vasopresores si precisa; vigilancia hemodinámica.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,MECANISMO/CONSENSO,VALIDADO_POR_CLASE,,,,Mixta / depende de contexto,NO,2026-09-02,MED-0525,NO,1,NO
SIMETICONA,mg,120,TABLETA RECUBIERTA,SDTE/DMax 500MG/DIA,"Frecuencia desconocida: náuseas, estreñimiento, dolor abdominal, erupción cut...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0526,NO,1,NO
SIMVASTATINA,mg,40,TABLETARECUBIERTA,SDTE,"Mialgia, aumentos en las transaminasas séricas y CK; reacción anafiláctica",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0527,NO,1,NO
SITAGLIPTINA,mg,25,COMPRIMIDO RECUBIERTO,SDTE/NO TOX CON 800 MG/DU,"Hipoglucemia, dolor de cabeza. Además, con frecuencia rara: trombocitopenia.",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Inhibidor DPP-4,SDTE — no hay umbral de toxicidad aguda específico útil para automatizar; sobredosis aislada suele ser de baja toxicidad.,SDTE / CLINICO,Síntomas GI o inespecíficos; hipoglucemia es poco probable en monoterapia pero aumenta con sulfonilurea/insulina.,"Soporte y glucemia, con atención a coingestas hipoglucemiantes.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,REVISION_CONSERVADORA,VALIDADO_POR_CLASE,,,,Mixta / depende de contexto,NO,2026-09-02,MED-0528,NO,1,NO
SOFOSBUVIR,mg,400,TABLETA,SDTE,"Anemia; disminución del apetito; insomnio, depresión; cefalea, alteraciones d...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0529,NO,1,NO
SOLIFENACINA,mg,5,TABLETAS RECUBIERTAS,SDTE,"Visión borrosa; sequedad de boca, estreñimiento, náuseas, dispepsia, dolor ab...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Anticolinérgico,SDTE — toxicidad clínica; no usar dosis máxima terapéutica como corte.,SDTE / TOXIDROME,"Midriasis, piel/mucosas secas, taquicardia, retención urinaria, íleo, agitación/delirium, hipertermia; convulsiones en gravedad.","Soporte, enfriamiento si precisa, benzodiacepinas para agitación/convulsiones, ECG y manejo de complicaciones. Fisostigmina solo en casos seleccionados por toxicología.",Fisostigmina solo en indicaciones seleccionadas y bajo toxicología.,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,TOXIDROME/CONSENSO,VALIDADO_POR_CLASE,,,,Mixta / depende de contexto,NO,2026-09-02,MED-0530,NO,1,NO
SOMATOTROPINA,mg,12,CÁRPULA,SDTE,"Formación de anticuerpos; edema, edema periférico; rigidez musculoesquelética...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0531,NO,1,NO
SORAFENIB,mg,200,TABLETA RECUBIERTA,SDTE-DMax 800MG/DIA,"Reacciones alérgicas y anafilaxia: Urticaria, Prurito, angioedema, disnea, Sh...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0532,NO,1,NO
SOTALOL,mg,80,TABLETAS,DOSIS MAX 480 MG/DIA-DT >960 MG/DIA,"Choque, Hipotensión, Bradicardia, Bloqueo AV, Broncoespasmo, Hipoglucemia, Co...",GLUCAGON,PENDIENTE_VALIDACION,Betabloqueador,"SDTE — no usar múltiplos de dosis terapéutica como umbral universal; toxicidad depende de agente (p. ej., propranolol/sotalol) y comorbilidades.",SDTE / CLASE,"Bradicardia, hipotensión, shock; hipoglucemia y depresión SNC. Propranolol: bloqueo de sodio/convulsiones; sotalol: QT/torsades.","ABCDE, ECG, glucemia. En shock grave: calcio según contexto, glucagón como adyuvante, insulina euglucémica de alta dosis y vasopresores conforme a protocolo/toxicología; bicarbonato si bloqueo de sodio.",No hay un único antídoto; terapias específicas incluyen glucagón/insulina/vasopresores según fenotipo.,https://pubmed.ncbi.nlm.nih.gov/37721023/,,GUIA AHA,VALIDADO_POR_CLASE,El valor original 'DOSIS MAX 480 MG/DIA-DT >960 MG/DIA' no se usa como umbral automatizable.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0533,NO,1,NO
SUBSALICILATO DE BISMUTO,mg,262,TABLETA MASTICABLE,>150MG/KG,"Constipación intestinal, causa oscurecimiento temporal de la lengua y las eva...",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Salicilato,"Para aspirina equivalente: >150 mg/kg o 6.5 g (lo que sea menor) es umbral de derivación/evaluación tras ingesta aguda no intencional; el diagnóstico y gravedad dependen de clínica, gasometría, electrolitos y salicilatemia.",UMBRAL_EVALUACION,"Náuseas/vómitos, tinnitus, taquipnea/hiperpnea, alcalosis respiratoria y acidosis metabólica; en gravedad: alteración neurológica, edema pulmonar, hipoglucemia cerebral, hipertermia.",Medir salicilato seriado y equilibrio ácido-base; alcalinización con bicarbonato cuando esté indicada; hemodiálisis en toxicidad grave según criterios clínicos/toxicológicos. No inducir emesis.,Bicarbonato de sodio es tratamiento específico de alcalinización; hemodiálisis en casos graves (no 'antídoto').,https://pubmed.ncbi.nlm.nih.gov/17364628/,https://pubmed.ncbi.nlm.nih.gov/37721023/,CONSENSO/GUIA,VALIDADO_ESPECIFICO,"El valor previo >200 mg/kg se corrigió: 150 mg/kg/6.5 g es un umbral de derivación reconocido, no una frontera entre seguro/tóxico.",150,Umbral de evaluación para aspirina equivalente,Mixta; contexto agudo,SI,2026-09-02,MED-0534,NO,1,NO
SUCRALFATO,g,1,TABLETA,SDTE,ESTREÑIMIENTO,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0535,NO,1,NO
SULBUTIAMINA,mg,200,TABLETA RECUBIERTA,SDTE,"Excitación, trastornos gástricos y del sueño, cefaleas, reacciones cutáneas d...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0536,NO,1,NO
SULFADIAZINA,mg,500,TABLETA,1.7 G/KG,"Náuseas, vómitos. Ocasionalmente: depresión, alucinación, confusión, psicosis...",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.  El valor original '1.7 G/KG' no se usa como umbral automatizable.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0537,NO,1,NO
SULFADOXINA,mg,500,TABLETA,SDTE,"prurito, urticaria, dermatitis exfoliativa, necrólisis epidérmica tóxica, eri...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0538,NO,1,NO
SULFAMETIZOL,mg,500,CAPSULA DURA,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0539,NO,1,NO
SULFAMETOXAZOL,mg,800,TABLETA,SDTE,"Candidiasis; hiperpotasemia; dolor de cabeza; náuseas, diarrea; erupciones cu...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0540,NO,1,NO
SULFASALAZINA,mg,500,TABLETA CONCUBIERTA ENTERICA (GRAGEA),SDTE,"Náuseas, pérdida de apetito, alteraciones gástricas, dolor abdominal, alterac...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0541,NO,1,NO
SULFATO DE MAGNESIO,mg,71,CAPSULA BLANDA,4 MEQ/L,"hipotensión, rubor; sensación de calor, hipotermia y dolor en el punto de iny...",Gluconato de calcio,PENDIENTE_VALIDACION,Sal de magnesio,"SDTE — evaluar por magnesemia, función renal y clínica.",ELECTROLITO + CLINICO,"Hiporreflexia, debilidad, hipotensión, bradicardia, depresión respiratoria y bloqueo cardíaco en hipermagnesemia grave.","Suspender magnesio, soporte, calcio IV para antagonizar efectos cardíacos/neuromusculares y considerar diálisis si grave con insuficiencia renal.",Calcio IV como antagonista fisiológico.,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,MECANISMO/CONSENSO,VALIDADO_POR_CLASE,El valor original '4 MEQ/L' no se usa como umbral automatizable.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0542,NO,1,NO
SULFATO DE MANGANESO,mg,1.8,TABLETA RECUBIERTA,SDTE,SINTOMAS GENERALES,Gluconato de calcio,SIN_DOSIS_TOXICA_ESPECIFICA,Sal de manganeso,SDTE — no hay umbral agudo clínico validado para automatizar.,SDTE / CLINICO,"Los datos de sobredosis oral aguda son limitados; la toxicidad relevante por manganeso es principalmente por exposición acumulativa, con manifestaciones neurológicas.",Soporte y consulta toxicológica. Gluconato de calcio NO es un antídoto específico para intoxicación por manganeso.,Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,CORREGIDO_ERROR_IMPORTANTE,Se eliminó gluconato de calcio como antídoto específico.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0543,NO,1,SI
SULFATO DE POTASIO,mg,18,CAPSULA DE GELATINA BLANDA,6.6 G/KG,"Sistema digestivo: nauseas, vómitos, diarrea, malestar abdominal; hiperkalemia.",Solución despolarizante/HEMODIALISIS,PENDIENTE_VALIDACION,Sal de potasio,"SDTE — no se automatiza mg/kg; la gravedad depende del potasio sérico, velocidad de absorción y función renal.",ELECTROLITO + ECG,"Hiperkalemia, debilidad, parestesias, bradicardia, QRS ancho, arritmias y paro.",ECG y potasio urgente; estabilización de membrana con calcio IV y medidas para desplazar/eliminar K según protocolo de hiperkalemia.,No hay antídoto; calcio IV estabiliza miocardio.,https://pubmed.ncbi.nlm.nih.gov/37721023/,,MECANISMO/GUIA,VALIDADO_POR_CLASE,El valor original '6.6 G/KG' no se usa como umbral automatizable. Se corrigió o restringió una recomendación específica de la base original que podía inducir manejo inapropiado si se automatizaba.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0544,NO,1,SI
SULFATO DE ZINC,mg,684393,CAPSULA BLANDA,>800 MG /DIA,"Después de una administración prolongada, el sulfato de zinc puede provocar d...",Pentetato de trisodio cálcico O D-penicilamina,PENDIENTE_VALIDACION,Sal de zinc,SDTE — no hay umbral agudo universal para automatizar.,SDTE / CLINICO,"Náuseas, vómitos, dolor abdominal; exposiciones importantes pueden alterar cobre y producir toxicidad sistémica.","Soporte, hidratación y evaluación de electrolitos/metales según exposición. No usar D-penicilamina o Ca-DTPA de rutina sin indicación toxicológica específica.",Ninguno específico de rutina,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,REVISION_CONSERVADORA,CORREGIDO_ERROR_IMPORTANTE,Se retiró la quelación rutinaria con pentetato/D-penicilamina de la fila original.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0545,NO,1,SI
SULFATO FERROSO,mg,200,TABLETA RECUBIERTA,20-30 MG/KG,"Estreñimiento, diarrea, distensión abdominal, dolor abdominal, cambios en el ...",DEFEROXAMINA,PENDIENTE_VALIDACION,Hierro,Interpretar como hierro elemental: <20 mg/kg asintomático; 20–40 GI; 40–60 GI sin toxicidad sistémica esperada; 60–120 riesgo sistémico; >120 mg/kg potencialmente letal.,DOSIS_RESPUESTA_HIERRO_ELEMENTAL,"Dolor abdominal, vómitos/diarrea; tras fase latente puede aparecer acidosis, shock, hepatotoxicidad y falla multiorgánica.","Calcular hierro elemental, radiografía/labs según exposición; deferoxamina en toxicidad sistémica significativa. No usar la masa del sulfato ferroso como si fuera hierro elemental.",Deferoxamina,https://www.rch.org.au/clinicalguide/guideline_index/iron_poisoning/,,GUIA CLINICA,VALIDADO_ESPECIFICO,,40,Umbral pediátrico de evaluación sistémica basado en hierro elemental,Pediatría; hierro elemental,SI,2026-09-02,MED-0546,NO,1,NO
SULPIRIDA,mg,200,TABLETA,>25MG/KG,"Hiperprolactinemia; insomnio; sedación o somnolencia, trastorno extrapiramida...",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Antipsicótico,SDTE — no usar una dosis terapéutica máxima como umbral de toxicidad. La toxicidad varía por agente y formulación.,SDTE / CLASE,"Depresión SNC, taquicardia, hipotensión, anticolinergia o síntomas extrapiramidales; algunos agentes prolongan QT o producen arritmia.","Soporte, ECG y vigilancia neurológica/hemodinámica. Tratar hipotensión, convulsiones y distonía según clínica; consultar toxicología en exposición significativa.",Ninguno específico,https://pubmed.ncbi.nlm.nih.gov/37721023/,https://www.rch.org.au/clinicalguide/guideline_index/Risperidone_Poisoning/,CLASE/CONSENSO,VALIDADO_POR_CLASE,El valor original '>25MG/KG' no se usa como umbral automatizable.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0547,NO,1,NO
